1.00000E-01	0.00000E+00	4.10935E-02
1.00000E-01	2.00000E-01	4.11668E-02
1.00000E-01	4.00000E-01	4.13798E-02
1.00000E-01	6.00000E-01	4.17335E-02
1.00000E-01	8.00000E-01	4.22256E-02
1.00000E-01	1.00000E+00	4.28484E-02
1.00000E-01	1.20000E+00	4.36210E-02
1.00000E-01	1.40000E+00	4.45388E-02
1.00000E-01	1.60000E+00	4.56023E-02
1.00000E-01	1.80000E+00	4.67931E-02
1.00000E-01	2.00000E+00	4.80911E-02
1.00000E-01	2.20000E+00	4.94869E-02
1.00000E-01	2.40000E+00	5.09353E-02
1.00000E-01	2.60000E+00	5.23934E-02
1.00000E-01	2.80000E+00	5.37844E-02
1.00000E-01	3.00000E+00	5.50466E-02
1.00000E-01	3.20000E+00	5.60863E-02
1.00000E-01	3.40000E+00	5.67882E-02
1.00000E-01	3.60000E+00	5.70231E-02
1.00000E-01	3.80000E+00	5.66647E-02
1.00000E-01	4.00000E+00	5.55910E-02
1.00000E-01	4.20000E+00	5.36905E-02
1.00000E-01	4.40000E+00	5.09322E-02
1.00000E-01	4.60000E+00	4.73011E-02
1.00000E-01	4.80000E+00	4.28784E-02
1.00000E-01	5.00000E+00	3.77575E-02
1.00000E-01	5.20000E+00	3.22489E-02
1.00000E-01	5.40000E+00	2.66987E-02
1.00000E-01	5.60000E+00	2.14416E-02
1.00000E-01	5.80000E+00	1.67409E-02
1.00000E-01	6.00000E+00	1.25917E-02
1.00000E-01	6.20000E+00	9.00112E-03
1.00000E-01	6.40000E+00	6.04708E-03
1.00000E-01	6.60000E+00	3.70385E-03
1.00000E-01	6.80000E+00	1.99084E-03
1.00000E-01	7.00000E+00	8.93564E-04
1.00000E-01	7.20000E+00	3.23146E-04
1.00000E-01	7.40000E+00	7.68691E-05
1.00000E-01	7.60000E+00	2.69085E-06
1.00000E-01	7.80000E+00	0.00000E+00
1.00000E-01	8.00000E+00	0.00000E+00
3.92929E-01	0.00000E+00	4.27852E-02
3.92929E-01	2.00000E-01	4.28423E-02
3.92929E-01	4.00000E-01	4.30031E-02
3.92929E-01	6.00000E-01	4.32762E-02
3.92929E-01	8.00000E-01	4.36653E-02
3.92929E-01	1.00000E+00	4.41652E-02
3.92929E-01	1.20000E+00	4.47699E-02
3.92929E-01	1.40000E+00	4.54645E-02
3.92929E-01	1.60000E+00	4.62561E-02
3.92929E-01	1.80000E+00	4.71379E-02
3.92929E-01	2.00000E+00	4.80855E-02
3.92929E-01	2.20000E+00	4.90664E-02
3.92929E-01	2.40000E+00	5.00500E-02
3.92929E-01	2.60000E+00	5.10055E-02
3.92929E-01	2.80000E+00	5.18906E-02
3.92929E-01	3.00000E+00	5.26344E-02
3.92929E-01	3.20000E+00	5.31468E-02
3.92929E-01	3.40000E+00	5.33627E-02
3.92929E-01	3.60000E+00	5.31744E-02
3.92929E-01	3.80000E+00	5.24863E-02
3.92929E-01	4.00000E+00	5.11963E-02
3.92929E-01	4.20000E+00	4.92219E-02
3.92929E-01	4.40000E+00	4.65424E-02
3.92929E-01	4.60000E+00	4.31477E-02
3.92929E-01	4.80000E+00	3.90450E-02
3.92929E-01	5.00000E+00	3.42853E-02
3.92929E-01	5.20000E+00	2.91587E-02
3.92929E-01	5.40000E+00	2.40127E-02
3.92929E-01	5.60000E+00	1.91805E-02
3.92929E-01	5.80000E+00	1.48978E-02
3.92929E-01	6.00000E+00	1.11584E-02
3.92929E-01	6.20000E+00	7.88285E-03
3.92929E-01	6.40000E+00	5.17508E-03
3.92929E-01	6.60000E+00	3.10511E-03
3.92929E-01	6.80000E+00	1.62619E-03
3.92929E-01	7.00000E+00	7.08704E-04
3.92929E-01	7.20000E+00	2.52364E-04
3.92929E-01	7.40000E+00	5.24937E-05
3.92929E-01	7.60000E+00	1.40893E-07
3.92929E-01	7.80000E+00	0.00000E+00
3.92929E-01	8.00000E+00	0.00000E+00
6.85859E-01	0.00000E+00	5.03373E-02
6.85859E-01	2.00000E-01	5.03695E-02
6.85859E-01	4.00000E-01	5.04701E-02
6.85859E-01	6.00000E-01	5.06314E-02
6.85859E-01	8.00000E-01	5.08544E-02
6.85859E-01	1.00000E+00	5.11397E-02
6.85859E-01	1.20000E+00	5.14760E-02
6.85859E-01	1.40000E+00	5.18717E-02
6.85859E-01	1.60000E+00	5.22930E-02
6.85859E-01	1.80000E+00	5.27148E-02
6.85859E-01	2.00000E+00	5.31239E-02
6.85859E-01	2.20000E+00	5.35034E-02
6.85859E-01	2.40000E+00	5.38427E-02
6.85859E-01	2.60000E+00	5.40783E-02
6.85859E-01	2.80000E+00	5.41805E-02
6.85859E-01	3.00000E+00	5.41001E-02
6.85859E-01	3.20000E+00	5.37655E-02
6.85859E-01	3.40000E+00	5.31423E-02
6.85859E-01	3.60000E+00	5.21299E-02
6.85859E-01	3.80000E+00	5.06802E-02
6.85859E-01	4.00000E+00	4.87113E-02
6.85859E-01	4.20000E+00	4.61745E-02
6.85859E-01	4.40000E+00	4.29895E-02
6.85859E-01	4.60000E+00	3.91654E-02
6.85859E-01	4.80000E+00	3.47345E-02
6.85859E-01	5.00000E+00	2.98550E-02
6.85859E-01	5.20000E+00	2.48554E-02
6.85859E-01	5.40000E+00	2.00972E-02
6.85859E-01	5.60000E+00	1.57299E-02
6.85859E-01	5.80000E+00	1.19022E-02
6.85859E-01	6.00000E+00	8.63646E-03
6.85859E-01	6.20000E+00	5.91044E-03
6.85859E-01	6.40000E+00	3.72513E-03
6.85859E-01	6.60000E+00	2.11100E-03
6.85859E-01	6.80000E+00	1.04118E-03
6.85859E-01	7.00000E+00	4.28467E-04
6.85859E-01	7.20000E+00	1.31909E-04
6.85859E-01	7.40000E+00	1.52802E-05
6.85859E-01	7.60000E+00	0.00000E+00
6.85859E-01	7.80000E+00	0.00000E+00
6.85859E-01	8.00000E+00	0.00000E+00
9.78788E-01	0.00000E+00	5.77390E-02
9.78788E-01	2.00000E-01	5.77367E-02
9.78788E-01	4.00000E-01	5.77355E-02
9.78788E-01	6.00000E-01	5.77326E-02
9.78788E-01	8.00000E-01	5.77380E-02
9.78788E-01	1.00000E+00	5.77432E-02
9.78788E-01	1.20000E+00	5.77346E-02
9.78788E-01	1.40000E+00	5.76956E-02
9.78788E-01	1.60000E+00	5.76160E-02
9.78788E-01	1.80000E+00	5.74884E-02
9.78788E-01	2.00000E+00	5.73065E-02
9.78788E-01	2.20000E+00	5.70318E-02
9.78788E-01	2.40000E+00	5.66391E-02
9.78788E-01	2.60000E+00	5.60767E-02
9.78788E-01	2.80000E+00	5.53199E-02
9.78788E-01	3.00000E+00	5.43289E-02
9.78788E-01	3.20000E+00	5.30622E-02
9.78788E-01	3.40000E+00	5.14676E-02
9.78788E-01	3.60000E+00	4.95066E-02
9.78788E-01	3.80000E+00	4.71196E-02
9.78788E-01	4.00000E+00	4.42628E-02
9.78788E-01	4.20000E+00	4.09375E-02
9.78788E-01	4.40000E+00	3.71594E-02
9.78788E-01	4.60000E+00	3.29638E-02
9.78788E-01	4.80000E+00	2.84116E-02
9.78788E-01	5.00000E+00	2.37323E-02
9.78788E-01	5.20000E+00	1.92067E-02
9.78788E-01	5.40000E+00	1.50758E-02
9.78788E-01	5.60000E+00	1.14703E-02
9.78788E-01	5.80000E+00	8.34742E-03
9.78788E-01	6.00000E+00	5.79870E-03
9.78788E-01	6.20000E+00	3.75136E-03
9.78788E-01	6.40000E+00	2.21469E-03
9.78788E-01	6.60000E+00	1.15543E-03
9.78788E-01	6.80000E+00	5.15528E-04
9.78788E-01	7.00000E+00	1.83476E-04
9.78788E-01	7.20000E+00	3.75256E-05
9.78788E-01	7.40000E+00	0.00000E+00	
9.78788E-01	7.60000E+00	0.00000E+00
9.78788E-01	7.80000E+00	0.00000E+00
9.78788E-01	8.00000E+00	0.00000E+00
1.27172E+00	0.00000E+00	5.65436E-02
1.27172E+00	2.00000E-01	5.65292E-02
1.27172E+00	4.00000E-01	5.64697E-02
1.27172E+00	6.00000E-01	5.63462E-02
1.27172E+00	8.00000E-01	5.61734E-02
1.27172E+00	1.00000E+00	5.59385E-02
1.27172E+00	1.20000E+00	5.56439E-02
1.27172E+00	1.40000E+00	5.52725E-02
1.27172E+00	1.60000E+00	5.48362E-02
1.27172E+00	1.80000E+00	5.43038E-02
1.27172E+00	2.00000E+00	5.36413E-02
1.27172E+00	2.20000E+00	5.28411E-02
1.27172E+00	2.40000E+00	5.18800E-02
1.27172E+00	2.60000E+00	5.07445E-02
1.27172E+00	2.80000E+00	4.94095E-02
1.27172E+00	3.00000E+00	4.78381E-02
1.27172E+00	3.20000E+00	4.59922E-02
1.27172E+00	3.40000E+00	4.38436E-02
1.27172E+00	3.60000E+00	4.14119E-02
1.27172E+00	3.80000E+00	3.86605E-02
1.27172E+00	4.00000E+00	3.55761E-02
1.27172E+00	4.20000E+00	3.21622E-02
1.27172E+00	4.40000E+00	2.84507E-02
1.27172E+00	4.60000E+00	2.44953E-02
1.27172E+00	4.80000E+00	2.04350E-02
1.27172E+00	5.00000E+00	1.65345E-02
1.27172E+00	5.20000E+00	1.30037E-02
1.27172E+00	5.40000E+00	9.88720E-03
1.27172E+00	5.60000E+00	7.24764E-03
1.27172E+00	5.80000E+00	5.06274E-03
1.27172E+00	6.00000E+00	3.32806E-03
1.27172E+00	6.20000E+00	2.01274E-03
1.27172E+00	6.40000E+00	1.09110E-03
1.27172E+00	6.60000E+00	5.10944E-04
1.27172E+00	6.80000E+00	1.97653E-04
1.27172E+00	7.00000E+00	5.27718E-05
1.27172E+00	7.20000E+00	4.14680E-06
1.27172E+00	7.40000E+00	0.00000E+00
1.27172E+00	7.60000E+00	0.00000E+00
1.27172E+00	7.80000E+00	0.00000E+00
1.27172E+00	8.00000E+00	0.00000E+00
1.56465E+00	0.00000E+00	4.79407E-02
1.56465E+00	2.00000E-01	4.79050E-02
1.56465E+00	4.00000E-01	4.77917E-02
1.56465E+00	6.00000E-01	4.76044E-02
1.56465E+00	8.00000E-01	4.73454E-02
1.56465E+00	1.00000E+00	4.70123E-02
1.56465E+00	1.20000E+00	4.65915E-02
1.56465E+00	1.40000E+00	4.60678E-02
1.56465E+00	1.60000E+00	4.54425E-02
1.56465E+00	1.80000E+00	4.47147E-02
1.56465E+00	2.00000E+00	4.38620E-02
1.56465E+00	2.20000E+00	4.28743E-02
1.56465E+00	2.40000E+00	4.17353E-02
1.56465E+00	2.60000E+00	4.04305E-02
1.56465E+00	2.80000E+00	3.89395E-02
1.56465E+00	3.00000E+00	3.72472E-02
1.56465E+00	3.20000E+00	3.53370E-02
1.56465E+00	3.40000E+00	3.32020E-02
1.56465E+00	3.60000E+00	3.08346E-02
1.56465E+00	3.80000E+00	2.82381E-02
1.56465E+00	4.00000E+00	2.54261E-02
1.56465E+00	4.20000E+00	2.24344E-02
